filename,score,bbox_fill,aspect_ratio,transparency,vertical_center,reasons
Three blue_ poppy-like blooms and two buds_ open petals overlap with dark centers.webp,0.00,0.30,0.54,0.85,0.37,Top-heavy (center at 37%); High transparency (good)
The single tulip bloom is purple with petals tightly cupped and slightly pointed.webp,0.00,0.28,0.66,0.84,0.42,High transparency (good)
This anemone-like flower exhibits light blue_ delicate petals and multiple unopened buds.webp,0.00,0.24,0.51,0.90,0.35,Top-heavy (center at 35%); High transparency (good)
Two light purple_ tulip-like blooms with delicate_ veined petals and a visible central structure.webp,0.00,0.46,0.71,0.72,0.43,High transparency (good)
Towering_ blue salvia-like flowers_ several blooms stalk the stem_ with prominent_ long stamens.webp,0.00,0.29,0.71,0.81,0.44,High transparency (good)
There's one lavender-purple five-petal flower bloom with two bud clusters on a single stem.webp,0.00,0.23,0.69,0.87,0.43,High transparency (good)
The single lavender blossom has rounded petals and several buds on the stem.webp,0.00,0.29,0.55,0.87,0.33,Top-heavy (center at 33%); High transparency (good)
Two pale blue_ five-petaled flowers bloom on a single stem_ petals are veined.webp,0.00,0.22,0.67,0.89,0.30,Top-heavy (center at 30%); High transparency (good)
Two lavender flower spikes with small purple blooms clustered tightly around the stem.webp,0.00,0.32,0.64,0.82,0.49,High transparency (good)
Violet sage_ several clustered blooms up the stem_ petals with a distinct upper hood.webp,0.00,0.32,0.74,0.79,0.53,High transparency (good)
The stem has several blue_ five-petaled flowers and closed buds along its length.webp,0.00,0.26,0.57,0.88,0.45,High transparency (good)
Two lavender sprigs with clustered purple blooms and slender_ elongated petals line the stems.webp,0.00,0.28,0.63,0.84,0.49,High transparency (good)
Tubular_ purple penstemon-like flowers bloom up a stalk_ five petals with delicate_ linear markings visible.webp,0.00,0.33,0.48,0.85,0.54,Tall/narrow shape (good); High transparency (good)
This is a blue delphinium with numerous blooms up the stem_ petals softly ruffled.webp,0.00,0.48,0.44,0.80,0.51,Tall/narrow shape (good); High transparency (good)
Various purple and blue blooms_ with rounded petals and some flowers on branching stems.webp,0.00,0.30,1.82,0.74,0.56,High transparency (good)
Three purple sweet pea blooms with delicate_ ruffled petals on a stem.webp,0.00,0.42,0.64,0.76,0.43,High transparency (good)
This single_ violet flower has cupped petals with dark veins_ surrounded by several buds.webp,0.00,0.25,0.62,0.90,0.38,Top-heavy (center at 38%); High transparency (good)
This flower_ a bright blue_ has 5 petals and one bud_ with yellow stamens.webp,0.00,0.17,0.73,0.89,0.47,High transparency (good)
Single blue iris-like flower with delicate veined petals and yellow center_ atop tall_ slender leaves.webp,0.00,0.21,0.73,0.86,0.38,Top-heavy (center at 38%); High transparency (good)
The single_ blue iris-like flower has four rounded petals and yellow-gold stamen.webp,0.00,0.26,0.73,0.83,0.38,Top-heavy (center at 38%); High transparency (good)
Two delphinium-like flower stalks_ mostly blue petals_ with closed buds_ arranged opposite each other.webp,0.00,0.38,0.77,0.74,0.45,High transparency (good)
There's one large blue flower with slightly translucent_ rounded petals and a smaller bud.webp,0.00,0.35,0.53,0.84,0.33,Top-heavy (center at 33%); High transparency (good)
Various lavender_ purple_ and pink flower types_ including lavender spikes and rounded petals_ multiple blooms.webp,0.00,0.21,1.90,0.82,0.44,High transparency (good)
Trumpet shaped_ purplish-blue flowers_ around five blooms with delicate veins.webp,0.00,0.34,0.66,0.83,0.51,High transparency (good)
Violet sage flower with trumpet-shaped blooms arranged up the stalk_ prominent pistils.webp,0.00,0.27,0.51,0.87,0.55,High transparency (good)
This flower has many lavender blooms in a spike cluster_ with rounded_ open petals.webp,0.00,0.44,0.55,0.78,0.42,High transparency (good)
The single_ light blue flower has slightly ruffled petals and prominent central stamens.webp,0.00,0.36,0.61,0.82,0.35,Top-heavy (center at 35%); High transparency (good)
Varied purple blooms_ including lavender-like spikes and single_ open-faced flowers with yellow centers.webp,0.00,0.27,1.89,0.78,0.47,High transparency (good)
This is a lavender flower with several purple blooms arranged in a vertical spike.webp,0.00,0.22,0.66,0.88,0.46,High transparency (good)
Various types of blooms lavender spears with many tiny flowers_ simple pink or purple petal flowers.webp,0.00,0.21,1.85,0.82,0.44,High transparency (good)
Various flower types are purple_ lavender_ and yellow_ with clustered blooms and diverse shapes.webp,0.00,0.23,1.86,0.80,0.45,High transparency (good)
The single bloom is a blue-purple morning glory with fused_ trumpet-shaped petals.webp,0.00,0.30,0.67,0.84,0.43,High transparency (good)
Upright delphinium with many blue blooms_ some closed_ displaying irregularly shaped petals.webp,0.00,0.45,0.74,0.68,0.54,High transparency (good)
This Delphinium has blue_ cup-shaped blooms arranged densely up the stalk_ with delicate venation.webp,0.00,0.41,0.48,0.82,0.52,Tall/narrow shape (good); High transparency (good)
The plant has small blue blooms with slightly pointed petals and central dots.webp,0.00,0.21,0.68,0.89,0.40,Top-heavy (center at 40%); High transparency (good)
Violet_ multi-bloomed flower spikes with ruffled petals and rounded leaves_ arranged densely on the plant.webp,0.00,0.28,0.79,0.80,0.53,High transparency (good)
Various blooms Lavender spikes with close-packed purple buds_ yellow buttercup_ and daisy-like flowers.webp,0.00,0.30,1.94,0.75,0.49,High transparency (good)
Upright flower spikes with many tiny_ purple_ clustered blossoms_ petals are tightly packed.webp,0.00,0.23,1.85,0.80,0.44,High transparency (good)
This single_ pink_ poppy-like bloom features delicate_ slightly translucent petals and green leaves.webp,0.00,0.36,0.69,0.77,0.33,Top-heavy (center at 33%); High transparency (good)
This is a single apricot-colored rose with tightly swirled petals and a thorny stem.webp,0.00,0.45,0.70,0.70,0.36,Top-heavy (center at 36%); High transparency (good)
The single pink cosmos has notched petals surrounding a vivid yellow center disk.webp,0.00,0.39,0.73,0.75,0.33,Top-heavy (center at 33%); High transparency (good)
This bronze-colored carnation has one full bloom_ two buds_ and ruffled_ tightly packed petals.webp,0.00,0.31,0.60,0.85,0.36,Top-heavy (center at 36%); High transparency (good)
The poppy-like flower has two blooms_ pink petals with prominent veins_ and a delicate look.webp,0.00,0.24,0.58,0.88,0.37,Top-heavy (center at 37%); High transparency (good)
This poppy-like flower has translucent reddish petals arranged in a loose_ open single bloom.webp,0.00,0.31,0.56,0.85,0.31,Top-heavy (center at 31%); High transparency (good)
Translucent pink hibiscus showcases delicate petal veins and a prominent central pistil.webp,0.00,0.30,0.53,0.86,0.36,Top-heavy (center at 36%); High transparency (good)
This single_ orange tulip flower has rounded petals in a closed cup shape.webp,0.00,0.46,0.74,0.70,0.41,Top-heavy (center at 41%); High transparency (good)
The poppy is orange-red_ with one ruffled bloom and many dark stamens.webp,0.00,0.36,0.71,0.79,0.38,Top-heavy (center at 38%); High transparency (good)
This is a single_ pink cosmos flower with wavy petals and a prominent yellow center.webp,0.00,0.27,0.74,0.85,0.35,Top-heavy (center at 35%); High transparency (good)
Single peach-colored poppy with loosely arranged petals and a visible seed pod.webp,0.00,0.23,0.40,0.91,0.31,Top-heavy (center at 31%); Tall/narrow shape (good); High transparency (good)
The red Poppy shows one bloom. Petals are few_ slightly ruffled.webp,0.00,0.30,0.58,0.86,0.28,Top-heavy (center at 28%); High transparency (good)
One open_ pink cosmos flower with delicate_ fluted petals and a golden center disk.webp,0.00,0.30,0.70,0.82,0.34,Top-heavy (center at 34%); High transparency (good)
The single_ peach-colored poppy bloom has delicately ruffled petals around a dark center.webp,0.00,0.26,0.45,0.90,0.31,Top-heavy (center at 31%); Tall/narrow shape (good); High transparency (good)
The poppy flower has a single red bloom with delicate_ crinkled petals.webp,0.00,0.30,0.46,0.89,0.34,Top-heavy (center at 34%); Tall/narrow shape (good); High transparency (good)
The single calla lily bloom is peach colored_ with curved and delicate petals.webp,0.00,0.35,0.72,0.80,0.38,Top-heavy (center at 38%); High transparency (good)
Vertical stem with red_ lily-like blooms_ trumpet shaped petals and upward_ graduated blooming.webp,0.00,0.24,0.55,0.88,0.53,High transparency (good)
One pink cosmos bloom with simple petals and a yellow center_ plus a bud.webp,0.00,0.41,0.76,0.82,0.45,High transparency (good)
A single_ red tulip with loosely arranged petals and long_ slender leaves.webp,0.00,0.27,0.59,0.87,0.45,High transparency (good)
Pink carnation with one open bloom and two buds_ ruffled_ layered petals.webp,0.00,0.36,0.66,0.81,0.36,Top-heavy (center at 36%); High transparency (good)
A single_ pink peony flower with numerous_ ruffled_ and rounded petals.webp,0.00,0.45,0.73,0.74,0.43,High transparency (good)
Three orange poppy-like blooms_ two open and one budding_ with veined petals.webp,0.00,0.46,0.73,0.70,0.42,High transparency (good)
This is a single_ peachy-pink poppy bloom with delicate_ tissue-paper-like petals and a distinctive center.webp,0.00,0.29,0.62,0.85,0.37,Top-heavy (center at 37%); High transparency (good)
The single peach-colored gerbera daisy has layered petals and a detailed center.webp,0.00,0.41,0.76,0.75,0.41,Top-heavy (center at 41%); High transparency (good)
A single pink rose with tightly curled petals_ fading to white.webp,0.00,0.30,0.71,0.81,0.36,Top-heavy (center at 36%); High transparency (good)
This single orange poppy bloom has delicate_ textured petals and prominent stamens.webp,0.00,0.21,0.76,0.87,0.35,Top-heavy (center at 35%); High transparency (good)
The upright tulip has one reddish bloom with pointed_ closed petals and veining.webp,0.00,0.38,0.54,0.82,0.51,High transparency (good)
This pale purple lily features six petals_ a closed bud is present too.webp,0.00,0.31,0.66,0.81,0.36,Top-heavy (center at 36%); High transparency (good)
There are 3 peach-pink_ poppy-like blooms with rounded petals arranged in a simple formation.webp,0.00,0.24,0.58,0.88,0.48,High transparency (good)
This red salvia has many blooms arranged vertically on the stem_ tubular petals.webp,0.00,0.27,0.51,0.87,0.54,High transparency (good)
Tubular_ scarlet blooms are loosely arranged along a central stem_ multiple_ prominent stamens extend.webp,0.00,0.28,0.56,0.85,0.52,High transparency (good)
Tubular_ pink flowers cluster loosely on a tall stem_ throat-like opening present.webp,0.00,0.35,0.73,0.77,0.49,High transparency (good)
Wheat-like grass_ bronze and green_ multiple blooms_ with feathery_ grain arranged on vertical stem.webp,0.00,0.05,0.53,0.97,0.44,High transparency (good)
Towering foxglove blooms with orange_ bell-shaped flowers speckled with red spots arranged along a tall stalk.webp,0.00,0.41,0.57,0.78,0.56,High transparency (good)
This is a Foxglove with soft pink_ tubular blooms stacked up the stem.webp,0.00,0.31,0.66,0.81,0.53,High transparency (good)
This is a Red Salvia tubular blooms line the stem with elongated petal shapes.webp,0.00,0.23,0.38,0.92,0.51,Tall/narrow shape (good); High transparency (good)
This is a tan_ feathery plume composed of many small blooms_ with sword-like leaves.webp,0.00,0.09,0.59,0.95,0.48,High transparency (good)
Single pink phlox-like flower with five rounded petals_ slightly pointed tips.webp,0.00,0.36,0.78,0.80,0.39,Top-heavy (center at 39%); High transparency (good)
Two peach-colored gladiolus blooms with ruffled edges_ displayed in a linear_ upward arrangement.webp,0.00,0.33,0.71,0.78,0.44,High transparency (good)
Three red balloon-like flowers_ layered petals curve inward_ creating a lantern shape_ with filament detail.webp,0.00,0.45,0.66,0.73,0.50,High transparency (good)
A single bloom of a pale pink flower with elongated and somewhat translucent petals.webp,0.00,0.17,0.40,0.94,0.34,Top-heavy (center at 34%); Tall/narrow shape (good); High transparency (good)
This is a Larkspur with 4-5 purple-tinted blooms_ multiple buds_ and nectar spur petals.webp,0.00,0.19,0.55,0.92,0.44,High transparency (good)
The red flowers have a distinctive petal shape. Several blooms are clustered.webp,0.00,0.41,0.67,0.73,0.54,High transparency (good)
Three light-purple_ open-faced flowers_ each bloom has rounded petals and a prominent center.webp,0.00,0.20,0.35,0.94,0.31,Top-heavy (center at 31%); Tall/narrow shape (good); High transparency (good)
Two salmon-pink canna blooms with curved petals and prominent veins are presented.webp,0.00,0.29,0.73,0.81,0.37,Top-heavy (center at 37%); High transparency (good)
Vibrant red flower spike with tightly packed_ feathery blooms that form a conical shape.webp,0.00,0.21,0.59,0.88,0.44,High transparency (good)
This Gomphrena-type flower has one round purple bloom with overlapping pointed petals.webp,0.00,0.18,0.69,0.89,0.31,Top-heavy (center at 31%); High transparency (good)
Solitary_ peach-colored cosmo bloom and bud_ sparse_ ruffled petals surround fuzzy center.webp,0.00,0.24,0.62,0.86,0.36,Top-heavy (center at 36%); High transparency (good)
This is a single_ light-pink chrysanthemum with numerous_ slender petals arranged in dense layers.webp,0.00,0.37,0.71,0.78,0.34,Top-heavy (center at 34%); High transparency (good)
Three pink hollyhock blooms with multiple buds_ ruffled_ translucent petals surround a prominent center.webp,0.00,0.49,0.79,0.65,0.55,
Three purple aster blooms show fringed petals_ two smaller and one larger.webp,0.00,0.26,0.52,0.89,0.38,Top-heavy (center at 38%); High transparency (good)
Two red-orange_ lantern-like blooms with papery texture and prominent veins hang gracefully.webp,0.00,0.38,0.75,0.78,0.54,High transparency (good)
Solitary pink clover with numerous tightly packed petals forming a globular shape.webp,0.00,0.31,0.68,0.82,0.41,Top-heavy (center at 41%); High transparency (good)
This is a single bloom of Helichrysum_ pink and orange with papery_ layered petals.webp,0.00,0.33,0.66,0.81,0.38,Top-heavy (center at 38%); High transparency (good)
Three stalks of purple salvia with distinct spoon-shaped petals arranged vertically.webp,0.00,0.25,0.55,0.87,0.55,High transparency (good)
This is a single_ pale pink flower with rounded petals and a dark central disc.webp,0.00,0.29,0.52,0.87,0.28,Top-heavy (center at 28%); High transparency (good)
The umbel flower has many small_ pale pink blooms with five rounded petals.webp,0.00,0.21,0.43,0.92,0.28,Top-heavy (center at 28%); Tall/narrow shape (good); High transparency (good)
This Gomphrena has a single_ cone-shaped_ magenta bloom with papery_ petal-like bracts closely overlapping.webp,0.00,0.18,0.62,0.91,0.32,Top-heavy (center at 32%); High transparency (good)
This single bloom features wispy_ lavender-pink petals arranged loosely around noticeable stamens.webp,0.00,0.21,0.67,0.86,0.38,Top-heavy (center at 38%); High transparency (good)
This is a blooming coral snapdragon with upwards of ten individual_ uniquely shaped flowers.webp,0.00,0.46,0.36,0.84,0.54,Tall/narrow shape (good); High transparency (good)
The red blossoms_ tubular at the base_ have five distinct_ pointed petals_ and cluster vertically.webp,0.00,0.30,0.53,0.87,0.56,High transparency (good)
Two orange-toned daffodil blooms with a frilled cup_ and pointed_ striated petals.webp,0.00,0.36,0.74,0.80,0.38,Top-heavy (center at 38%); High transparency (good)
Vibrant orange bloom with sharply pointed petals arranged densely_ one flower head.webp,0.00,0.42,0.71,0.71,0.42,High transparency (good)
